// Statistic and classification of LTP testcases (on RISC-V musl)
// newly passed testcases should be updated here, not in the rank files.
// Testcases are composed of "units".
// Classification rules:
// 1. all pass:			pass all units
// 2. skip pass:			at least one passed but some units stay not tested due to unimplement feature \
				or output indecates that it passed but not with "TPASS" format
// 3. part fail: 			at least one failed units(sometimes caused by timeout)
// 4. skip:				skip without pass
// 5. skip consuming time:		skip without pass and cost more than 30 seconds
// 4. all fail:			fail all units
// 5. defect panic: 			panicked with wrong implementation
// 6. unimplement panic: 		panic caused by unimplemented syscall(label the syscall number parentheses) or unimplemented function
// 7. timeout with pass: 		timeout but pass at least unit(Timeout means stuck for more than 1 min. When output say "timeout" we call it "skip")
// 8. timeout no pass:			timeout and no pass units
// 9. skip:				some how totally skipped

name			type		pass	fail+broken
ftrace_stress		skip		0	0
ftrace_stress_test.sh		skip		0	0
ftruncate01			skip		0	0	
ftruncate01_64		skip		0	0
ftruncate03			skip		0	0
ftruncate03_64		skip		0	0
ftruncate04			skip		0	0
ftruncate04_64		skip		0	0
futex_cmp_requeue01		unimplement panic	0	0
futex_cmp_requeue02		skip		0	0
futex_wait01		skip		0	0
futex_wait02		skip		0	0
futex_wait03		skip		0	0
futex_wait04		skip		0	0
futex_wait05		skip		0	0
futex_wait_bitset01		skip		0	0
futex_waitv01		skip		0	0
futex_waitv02		skip		0	0
futex_waitv03		defect panic	0	0
futex_wake01		skip		0	0
futex_wake02		skip		0	0
futex_wake03		skip		0	0		
futex_wake04		skip		0	0
futimesat01			skip		0	0
fw_load			skip		0	0
gdb01.sh			skip		0	0
genacos			skip		0	0
genasin			skip		0	0
genatan			skip		0	0
genatan2			skip		0	0
genbessel			skip		0	0
genceil			skip		0	0
gencos			skip		0	0
gencosh			skip		0	0
generate_lvm_runfile.sh		skip		0	0
geneve01.sh			skip		0	0
geneve02.sh			skip		0	0
genexp			skip		0	0
genexp_log			skip		0	0
genfabs			skip		0	0
genfloor			skip		0	0
genfmod			skip		0	0
genfrexp			skip		0	0
genhypot			skip		0	0
geniperb			skip		0	0
genj0			skip		0	0
genj1			skip		0	0
genldexp			skip		0	0
genlgamma			skip		0	0
genload			skip		0	0
genlog			skip		0	0
genlog10			skip		0	0
genmodf			skip		0	0
genpow			skip		0	0
genpower			skip		0	0
gensin			skip		0	0
gensinh			skip		0	0
gensqrt			skip		0	0
gentan			skip		0	0
gentanh			skip		0	0
gentrigo			skip		0	0
geny0			skip		0	0
geny1			skip		0	0
get_ifname			skip		0	0
get_mempolicy01		skip		0	0
get_mempolicy02		skip		0	0
get_robust_list01		part fail		1	4
getaddrinfo_01		skip		0	0
getcontext01		skip		0	0
getcpu01			unimplement panic	0	0
getcwd01			defect panic	0	0
getcwd02			skip		0	0
getcwd03			skip		0	0
getcwd04			skip		0	0
getdents01			skip		0	0
getdents02			unimplement panic	0	0
getdomainname01		skip		0	0
getegid01			timeout no pass	0	0
getegid01_16		timeout no pass	0	0
getegid02			skip		0	0
getegid02_16		skip		0	0
geteuid01			skip		0	0
geteuid01_16		skip		0	0
geteuid02			timeout no pass	0	0
geteuid02_16		skip		0	0
getgid01			skip		0	0
getgid01_16			skip		0	0
getgid03			skip		0	0
getgid03_16			skip		0	0
getgroups01			part fail		3	1
getgroups01_16		skip		0	0
getgroups03			skip		0	0	
getgroups03_16		skip		0	0
gethostbyname_r01		skip		0	0
gethostid01			skip		0	0
gethostname01		skip		0	0
gethostname02		skip		0	0
getitimer01			skip		0	0
getitimer02			defect panic	0	0
getpagesize01		skip		0	0
getpeername01		skip		0	0
getpgid01			skip		0	0
getpgid02			skip		0	0
getpgrp01			skip		0	0
getpid01			skip		0	0
getpid02			skip		0	0
getppid01			skip		0	0
getppid02			skip		0	0
getpriority01		unimplement panic	0	0
getpriority02		unimplement panic	0	0		
getrandom01			skip		0	0
getrandom02			skip		0	0
getrandom03			skip		0	0
getrandom04			skip		0	0
getrandom05			skip		0	0
getresgid01			unimplement panic(143	0	0
getresgid01_16		skip		0	0
getresgid02			unimplement panic(143	0	0
getresgid02_16		skip		0	0
getresgid03			unimplement panic(143	0	0
getresgid03_16		skip		0	0
getresuid01			unimplement panic(143	0	0
getresuid01_16		skip		0	0
getresuid02			unimplement panic(143	0	0
getresuid02_16		skip		0	0
getresuid03			unimplement panic(143	0	0
getresuid03_16		skip		0	0
getrlimit01			skip		0	0
getrlimit02			skip		0	0
getrlimit03			skip		0	0
getrusage01			skip		0	0
getrusage02			skip		0	0
getrusage03			skip		0	0
getrusage03_child		skip		0	0
getrusage04			all pass		1	0
getsid01			skip		0	0
getsid02			skip		0	0
getsockname01		skip		0	0
getsockopt01		skip		0	0
getsockopt02		skip		0	0
gettid01			skip		0	0
gettid02			skip		0	0
gettimeofday01		skip		0	0
gettimeofday02		timeout no pass	0	0
getuid01			skip		0	0
getuid01_16			skip		0	0
getuid03			timeout with pass	1	0
getuid03_16			skip		0	0
getxattr01			skip		0	0
getxattr02			skip		0	0
getxattr03			skip		0	0
getxattr04			skip		0	0
getxattr05			skip		0	0
gre01.sh			skip		0	0
gre02.sh			skip		0	0
growfiles			all pass		1	0
gzip_tests.sh		skip		0	0
hackbench			skip		0	0
hangup01			all fail		0	2
ht_affinity			skip		0	0
ht_enabled			skip		0	0
http-stress.sh		all fail		0	1
http-stress01-rmt.sh		skip		0	0
http-stress02-rmt.sh		skip		0	0
hugefallocate01		skip		0	0
hugefallocate02		skip		0	0
hugefork01			skip		0	0
hugefork02			skip		0	0
hugemmap01			skip		0	0
hugemmap02			skip		0	0
hugemmap04			skip		0	0
hugemmap05			skip		0	0
hugemmap06			skip		0	0
hugemmap07			skip		0	0
hugemmap08			skip		0	0
hugemmap09			skip		0	0
hugemmap10			skip		0	0
hugemmap11			skip		0	0
hugemmap12			skip		0	0
hugemmap13			skip		0	0
hugemmap14			skip		0	0
hugemmap15			skip		0	0
hugemmap16			skip		0	0
hugemmap17			skip		0	0
hugemmap18			skip		0	0
hugemmap19			skip		0	0
hugemmap20			skip		0	0
hugemmap21			skip		0	0
hugemmap22			skip		0	0
hugemmap23			skip		0	0
hugemmap24			skip		0	0
hugemmap25			skip		0	0
hugemmap26			skip		0	0
hugemmap27			skip		0	0
hugemmap28			skip		0	0
hugemmap29			skip		0	0
hugemmap30			skip		0	0
hugemmap31			skip		0	0
hugemmap32			skip		0	0
hugeshmat01			skip		0	0
hugeshmat02			skip		0	0
hugeshmat03			skip		0	0
hugeshmat04			skip		0	0
hugeshmat05			skip		0	0
hugeshmctl01		skip		0	0
hugeshmctl02		skip		0	0
hugeshmctl03		skip		0	0
hugeshmdt01			skip		0	0
hugeshmget01		skip		0	0
hugeshmget02		skip		0	0
hugeshmget03		skip		0	0
hugeshmget05		skip		0	0
icmp-uni-basic.sh		skip		0	0
icmp-uni-vti.sh		skip		0	0
icmp4-multi-diffip01		skip		0	0
icmp4-multi-diffip02		skip		0	0
icmp4-multi-diffip03		skip		0	0
icmp4-multi-diffip04		skip		0	0
icmp4-multi-diffip05		skip		0	0
icmp4-multi-diffip06		skip		0	0
icmp4-multi-diffip07		skip		0	0
icmp4-multi-diffnic01		skip		0	0
icmp4-multi-diffnic02		skip		0	0
icmp4-multi-diffnic03		skip		0	0
icmp4-multi-diffnic04		skip		0	0
icmp4-multi-diffnic05		skip		0	0
icmp4-multi-diffnic06		skip		0	0
icmp4-multi-diffnic07		skip		0	0
icmp6-multi-diffip01		skip		0	0
icmp6-multi-diffip02		skip		0	0
icmp6-multi-diffip03		skip		0	0
icmp6-multi-diffip04		skip		0	0
icmp6-multi-diffip05		skip		0	0
icmp6-multi-diffip06		skip		0	0
icmp6-multi-diffip07		skip		0	0
icmp6-multi-diffnic01		skip		0	0
icmp6-multi-diffnic02		skip		0	0
icmp6-multi-diffnic03		skip		0	0
icmp6-multi-diffnic04		skip		0	0
icmp6-multi-diffnic05		skip		0	0
icmp6-multi-diffnic06		skip		0	0
icmp6-multi-diffnic07		skip		0	0
icmp_rate_limit01		skip		0	0
if-addr-adddel.sh		skip		0	0
if-addr-addlarge.sh		skip		0	0
if-lib.sh			skip		0	0
if-mtu-change.sh		skip		0	0
if-route-adddel.sh		skip		0	0
if-route-addlarge.sh		skip		0	0
if-updown.sh		skip		0	0
if4-addr-change.sh		skip		0	0
ima_boot_aggregate		skip		0	0
ima_conditionals.sh		skip		0	0
ima_kexec.sh		skip		0	0
ima_keys.sh			skip		0	0
ima_measurements.sh		skip		0	0
ima_mmap			all fail		0	1
ima_policy.sh		skip		0	0
ima_selinux.sh		skip consuming time	0	0
ima_setup.sh		skip		0	0
ima_tpm.sh			skip consuming time	0	0
ima_violations.sh		skip		0	0
in6_01			skip		0	0
in6_02			skip		0	0
inh_capped			skip		0	0
init_module01		skip		0	0
init_module02		skip		0	0
initialize_if		skip		0	0
inode01			all pass		3	0
inode02			all pass		1	0
inotify01			skip consuming time	0	0
inotify02			skip		0	0
inotify03			skip		0	0
inotify04			skip consuming time	0	0
inotify05			skip		0	0
inotify06			skip		0	0
inotify07			skip		0	0
inotify08			skip		0	0
inotify09			skip consuming time	0	0
inotify10			skip consuming time	0	0
inotify11			skip consuming time	0	0
inotify12			skip		0	0
inotify_init1_01		skip		0	0
inotify_init1_02		skip		0	0
input01			skip		0	0
input02			skip		0	0
input03			skip		0	0
input04			skip		0	0
input05			skip		0	0
input06			skip		0	0
insmod01.sh			skip		0	0
io_cancel01			skip		0	0
io_cancel02			skip		0	0
io_control01		all fail		0	1
io_destroy01		skip		0	0
io_destroy02		skip		0	0
io_getevents01		skip		0	0
io_getevents02		skip		0	0
io_pgetevents01		skip		0	0
io_pgetevents02		skip		0	0
io_setup01			skip		0	0
io_setup02			skip		0	0
io_submit01			skip		0	0
io_submit02			skip		0	0
io_submit03			skip		0	0
io_uring01			timeout with pass	2	0
io_uring02			all fail		0	1
ioctl01			all fail		0	1
ioctl02			all fail		0	1
ioctl03			skip		0	0
ioctl04			unimplement panic	0	0
ioctl05			all pass		3	0
ioctl06			unimplement panic	0	0
ioctl07			all fail		0	1
ioctl08			skip		0	0
ioctl09			skip		0	0
ioctl_loop01		skip		0	0
ioctl_loop02		skip		0	0
ioctl_loop03		skip		0	0
ioctl_loop04		skip		0	0
ioctl_loop05		skip		0	0
ioctl_loop06		skip		0	0
ioctl_loop07		skip		0	0
ioctl_ns01			all fail		0	1
ioctl_ns02			all fail		0	1
ioctl_ns03			all fail		0	1
ioctl_ns04			all fail		0	1
ioctl_ns05			all fail		0	1
ioctl_ns06			all fail		0	1
ioctl_ns07			all pass		4	0
ioctl_sg01			skip		0	0
iogen			skip		0	0
ioperm01			skip		0	0
ioperm02			skip		0	0
iopl01			skip		0	0
iopl02			skip		0	0
ioprio_get01		unimplement panic(31)	0	0
ioprio_set01		unimplement panic(30)	0	0
ioprio_set02		unimplement panic(30)	0	0
ioprio_set03		unimplement panic(30)	0	0
ip_tests.sh			skip		0	0
ipneigh01.sh		skip		0	0
ipsec_lib.sh		all fail		0	1
iptables01.sh		skip		0	0
iptables_lib.sh		skip		0	0
ipvlan01.sh			skip		0	0
irqbalance01		skip		0	0
isofs.sh			skip		0	0
kallsyms			all fail		0	1
kcmp01			unimplement panic(272)	0	0
kcmp02			unimplement panic(272)	0	0
kcmp03			unimplement panic(272)	0	0
kernbench			skip		0	0
keyctl01			timeout with pass	1	1
keyctl01.sh			skip		0	0
keyctl02			all fail		0	1
keyctl03			skip		0	0
keyctl04			all fail		0	1
keyctl05			all fail		0	1
keyctl06			all fail		0	1
keyctl07			skip		0	0
keyctl08			all fail		0	1
keyctl09			all fail		0	1
kill02			timeout no pass	0	0
kill03			part fail		2	1
kill05			all fail		0	2
kill06			all pass		1	0
kill07			unimplement	panic	0	0
kill08			all pass		1	0
kill09			all pass		1	0
kill10			timeout no pass	0	0
kill11			part fail		2	3
kill12			all pass		1	0
kill13			skip		0	0
killall_icmp_traffic		skip		0	0
killall_tcp_traffic		skip		0	0
killall_udp_traffic		skip		0	0
kmsg01			all fail		0	1
ksm01			skip		0	0
ksm02			skip		0	0
ksm03			skip		0	0
ksm04			skip		0	0
ksm05			skip		0	0
ksm06			skip		0	0
ksm07			skip		0	0
lchown01			all pass		6	0
lchown01_16			skip		0	0
lchown02			all fail		0	2
lchown02_16			all fail		0	2
lchown03			part fail		1	1
lchown03_16			skip		0	0
ld01.sh			skip		0	0
ldd01.sh			skip		0	0
leapsec01			all fail		0	1
lftest			all pass		1	0
lgetxattr01			all fail		0	1
lgetxattr02			all fail		0	1
libcgroup_freezer		all fail		0	1
link02			all pass		2	0
link04			part fail		12	2
link05			all pass		1	0
link08			part fail		1	3
linkat01			part fail		8	2
linkat02			part fail		4	2
linktest.sh			skip consuming time	0	0
listen01			all pass		3	0
listxattr01			unimplement panic(11)	0	1
listxattr02			unimplement panic(11)	0	4
listxattr03			unimplement panic(11)	0	2
llistxattr01		all fail		0	1
llistxattr02		all fail		0	1
llistxattr03		unimplement panic(12)	0	2
llseek01			part fail		1	1
llseek02			all pass		2	0
llseek03			all pass		18	0
ln_tests.sh			skip		0	0
lock_torture.sh		skip		0	0
locktests			unimplement panic(106)	0	0
logrotate_tests.sh		skip		0	0
lremovexattr01		all fail		0	1
lseek01			all pass		4	0
lseek02			unimplement panic	0	0
lseek07			all pass		2	0
lseek11			skip		0	0
lsmod01.sh			skip		0	0
lstat01			all fail		0	1
lstat01_64			all fail		0	1
lstat02			all fail		0	1
lstat02_64			all fail		0	1
ltpClient			skip		0	0
ltpServer			skip		0	0
ltpSockets.sh		skip		0	0
ltp_acpi			skip		0	0
macsec01.sh			skip		0	0
macsec02.sh			skip		0	0
macsec03.sh			skip		0	0
macsec_lib.sh		skip		0	0
macvlan01.sh		skip		0	0
macvtap01.sh		skip		0	0
madvise01			all pass		20	0
madvise02			all fail		0	12
madvise03			all fail		0	1
madvise05			all pass		1	0
madvise06			all fail		0	1
madvise07			all fail		0	1
madvise08			skip		0	0
madvise09			skip		0	0
madvise10			part fail		12	2
madvise11			skip		0	0
mallinfo01			skip		0	0
mallinfo02			skip		0	0
mallinfo2_01		skip		0	0	
mallocstress		all pass		1	0
mallopt01			skip		0	0
max_map_count		all fail		0	1
mbind01			skip		0	0	
mbind02			skip		0	0
mbind03			skip		0	0
mbind04			skip		0	0
mc_cmds.sh			all fail		0	1
mc_commo.sh			all fail		0	1
mc_member.sh		all fail		0	1
mc_member_test		skip		0	0
mc_opts.sh			all fail		0	1
mc_recv			skip		0	0
mc_send			skip		0	0	
mc_verify_opts		skip		0	0	
mc_verify_opts_error		skip		0	0	
mcast-group-multiple-socket.sh	skip		0	0	
mcast-group-same-group.sh	skip		0	0	
mcast-group-single-socket.sh	skip		0	0	
mcast-group-source-filter.sh	skip		0	0	
mcast-lib.sh		all fail		0	1	
mcast-pktfld01.sh		skip		0	0
mcast-pktfld02.sh		skip		0	0
mcast-queryfld01.sh		skip		0	0	
mcast-queryfld02.sh		skip		0	0	
mcast-queryfld03.sh		skip		0	0	
mcast-queryfld04.sh		skip		0	0	
mcast-queryfld05.sh		skip		0	0	
mcast-queryfld06.sh		skip		0	0	
meltdown			skip		0	0	
mem02			skip		0	0	
mem_process			skip		0	0
membarrier01		all fail		0	1
memcg_control_test.sh		skip		0	0
memcg_failcnt.sh		skip		0	0	
memcg_force_empty.sh		skip		0	0	
memcg_lib.sh		skip		0	0	
memcg_limit_in_bytes.sh		skip		0	0
memcg_max_usage_in_bytes_test.sh	skip		0	0	
memcg_memsw_limit_in_bytes_test.sh	skip		0	0
memcg_move_charge_at_immigrate_test.sh	skip		0	0
memcg_process		all fail		0	1	
memcg_process_stress		skip		0	0
memcg_regression_test.sh	skip		0	0	
memcg_stat_rss.sh		skip		0	0	
memcg_stat_test.sh		skip		0	0	
memcg_stress_test.sh		skip		0	0	
memcg_subgroup_charge.sh	skip		0	0	
memcg_test_1		skip		0	0	
memcg_test_2		skip		0	0	
memcg_test_3		all fail		0	1	
memcg_test_4		timeout no pass	0	0
memcg_test_4.sh		skip		0	0	
memcg_usage_in_bytes_test.sh	skip		0	0
memcg_use_hierarchy_test.sh	skip		0	0	
memcmp01			all pass		2	0
memcontrol01		all fail		0	1
memcontrol02		all fail		0	1
memcontrol03		all fail		0	1	
memcontrol04		all fail		0	1	
memcpy01			all pass		2	0
memctl_test01		all fail		0	2
memfd_create01		part fail		52	2
memfd_create02		part fail		1	1
memfd_create03		skip		0	0
memfd_create04		skip		0	0	
memset01			all pass		1	0	
memtoy			all fail		0	1
mesgq_nstest		unimplement panic(186)	0	0	
migrate_pages01		skip		0	0	
migrate_pages02		skip		0	0	
migrate_pages03		skip		0	0	
min_free_kbytes		all fail		0	1
mincore01			unimplement panic(232)	0	4
mincore02			unimplement panic(232)	0	2
mincore03			unimplement panic(232)	0	1
mincore04			unimplement panic(232)	0	1
mkdir02			unimplement panic(143)	0	1	
mkdir03			part fail		9	2	
mkdir04			all fail		0	1
mkdir05			all pass		1	0
mkdir09			all pass		54	0
mkdir_tests.sh		skip		0	0
mkdirat01			skip		0	0
mkdirat02			all fail		0	4
mkfs01.sh			skip		0	0
mknod01			all pass		7	0
mknod02			all pass		2	0
mknod03			all fail		0	2
mknod04			all fail		0	2	
mknod05			all fail		0	2
mknod06			defect panic	2	0
mknod07			part fail		4	2
mknod08			all fail		0	2
mknod09			all pass		1	0
mknodat01			part fail		3	4
mknodat02			part fail		2	4
mkswap01.sh			skip		0	0
mlock01			all pass		4	0
mlock02			all fail		0	3
mlock03			all pass		1	0
mlock04			all pass		1	0
mlock05			skip		0	0
mlock201			all fail		0	1
mlock202			unimplement panic(284)	0	0	
mlock203			all fail		0	1
mlockall01			unimplement panic(230)	0	3
mlockall02			unimplement panic(230)	0	1
mlockall03			unimplement panic(230)	0	1
mmap-corruption01		skip pass		0	0
mmap001			timeout with pass	1	0
mmap01			all pass		1	0
mmap02			unimplement panic	0	1	
mmap03			unimplement panic	0	1	
mmap04			all fail		0	1
mmap05			all pass		1	0
mmap06			part fail		2	6
mmap08			all pass		1	0
mmap09			all pass		3	0
mmap1			all pass		1	0
mmap10			skip		0	0
mmap11			all pass		1	0
mmap12			all fail		0	1
mmap13			all fail		0	1
mmap14			timeout no pass	0	0	
mmap15			defect panic	0	0
mmap16			all fail		0	1
mmap17			all fail		0	1
mmap18			part fail		1	1
mmap19			all pass		1	0
mmap2			skip		0	0
mmap20			all fail		0	1
mmap3			all pass		1	0	
mmapstress01		all pass		1	0
mmapstress02		all fail		0	1
mmapstress03		all fail		0	1
mmapstress04		all pass		1	0	
mmapstress05		all fail		0	1
mmapstress06		all fail		0	1
mmapstress07		all fail		0	1
mmapstress08		skip		0	0
mmapstress09		all fail		0	1
mmapstress10		skip		0	0
mmstress			part fail		4	2
mmstress_dummy		skip		0	0
modify_ldt01		skip		0	0	
modify_ldt02		skip		0	0	
modify_ldt03		skip		0	0	
mount01			all fail		0	1	
mount02			all fail		0	1
mount03			all fail		0	1	
mount03_suid_child		all fail		0	1	
mount04			all fail		0	1	
mount05			all fail		0	1	
mount06			all fail		0	1	
mount07			all fail		0	1	
mount_setattr01		all fail		0	1	
mountns01			skip		0	0
mountns02			skip		0	0
mountns03			skip		0	0
mountns04			skip		0	0
move_mount01		all fail		0	1
move_mount02		all fail		0	1	
move_pages01		skip		0	0
move_pages02		skip		0	0	
move_pages03		skip		0	0	
move_pages04		skip		0	0	
move_pages05		skip		0	0	
move_pages06		skip		0	0	
move_pages07		skip		0	0	
move_pages09		skip		0	0	
move_pages10		skip		0	0	
move_pages11		skip		0	0	
move_pages12		skip		0	0	
mpls01.sh			skip		0	0
mpls02.sh			skip		0	0
mpls03.sh			skip		0	0
mpls04.sh			skip		0	0
mpls_lib.sh			all fail		0	1
mprotect01			part fail		1	2
mprotect02			timeout with pass	1	0
mprotect03			all pass		1	0
mprotect04			all pass		1	0
mprotect05			all pass		1	0
mq_notify01			unimplement panic(180)	0	1
mq_notify02			unimplement panic(184)	0	2
mq_notify03			unimplement panic(180)	0	1
mq_open01			unimplement panic(180)	0	1
mq_timedreceive01		unimplement panic(180)	0	1
mq_timedsend01		unimplement panic(180)	0	1
mq_unlink01			unimplement panic(180)	0	1
mqns_01			skip		0	0
mqns_02			skip		0	0	
mqns_03			skip		0	0	
mqns_04			skip		0	0	
mremap01			all fail		0	2	
mremap02			timeout no pass	0	0
mremap03			all fail		0	1
mremap04			timeout no pass	0	1	
mremap05			all fail		0	5
mremap06			all pass		3	0
msg_comm			unimplement panic(186)	0	2
msgctl01			unimplement panic(186)	0	1
msgctl02			unimplement panic(186)	0	1	
msgctl03			unimplement panic(186)	0	1	
msgctl04			unimplement panic(186)	0	1	
msgctl05			skip		0	0	
msgctl06			unimplement panic(186)	0	1
msgctl12			unimplement panic(186)	0	1
msgget01			unimplement panic(186)	0	1
msgget02			unimplement panic(186)	0	1
msgget03			skip		0	0
msgget04			skip		0	0
msgget05			skip		0	0
msgrcv01			unimplement panic(186)	0	1	
msgrcv02			unimplement panic(186)	0	1	
msgrcv03			unimplement panic(186)	0	1	
msgrcv05			unimplement panic(186)	0	1	
msgrcv06			unimplement panic(186)	0	1
msgrcv07			unimplement panic(186)	0	1
msgrcv08			unimplement panic(186)	0	1
msgsnd01			unimplement panic(186)	0	1
msgsnd02			unimplement panic(186)	0	1
msgsnd05			unimplement panic(186)	0	1
msgsnd06			unimplement panic(186)	0	1
msgstress01			all fail		0	1
msync01			all pass		1	0
msync02			all pass		1	0
msync03			all fail		0	6	
msync04			all fail		0	1
mtest01			timeout with pass	1	0
munlock01			all pass		4	0
munlock02			all fail		0	1
munlockall01		all fail		0	1
munmap01			all pass		1	0
munmap02			all pass		1	0
munmap03			all fail		0	3
mv_tests.sh			skip		0	0
myfunctions.sh		skip		0	0
name_to_handle_at01		unimplement panic	0	0	
name_to_handle_at02		all fail		0	58
nanosleep01			all pass		1	0
nanosleep02			part fail		1	2
nanosleep04			defect panic	0	0
net_cmdlib.sh		skip		0	0
netns_breakns.sh		skip		0	0	
netns_comm.sh		skip		0	0	
netns_lib.sh		skip		0	0	
netns_netlink		skip		0	0	
netns_sysfs.sh		skip		0	0	
netstat01.sh		skip		0	0	
netstress			timeout no pass	0	0
newuname01			all pass		1	0
nextafter01			all pass		3	0
nfs01.sh			skip		0	0
nfs01_open_files		skip		0	0
nfs02.sh			skip		0	0
nfs03.sh			skip		0	0
nfs04.sh			skip		0	0
nfs04_create_file		skip		0	0
nfs05.sh			skip		0	0
nfs05_make_tree		all pass		1	0
nfs06.sh			skip		0	0
nfs07.sh			skip		0	0
nfs08.sh			skip		0	0
nfs09.sh			skip		0	0
nfs_flock			skip		0	0
nfs_flock_dgen		skip		0	0
nfs_lib.sh			skip		0	0
nfslock01.sh		skip		0	0
nfsstat01.sh		skip		0	0
nft01.sh			skip		0	0
nft02			skip		0	0
nftw01			all fail		0	1
nftw6401			all fail		0	1
nice01			unimplement panic(141)	0	1
nice02			unimplement panic(140)	0	1
nice03			unimplement panic(141)	0	1
nice04			unimplement panic(140)	0	1
nice05			unimplement panic(141)	0	1
nm01.sh			skip		0	0
nptl01			all pass		1	0
ns-echoclient		skip		0	0
ns-icmp_redirector		skip		0	0
ns-icmpv4_sender		skip		0	0
ns-icmpv6_sender		skip		0	0
ns-igmp_querier		skip		0	0
ns-mcast_join		skip		0	0
ns-mcast_receiver		skip		0	0
ns-tcpclient		skip		0	0
ns-tcpserver		skip		0	0
ns-udpclient		skip		0	0
ns-udpsender		skip		0	0
ns-udpserver		skip		0	0
numa01.sh			skip		0	0
oom01			skip		0	0
oom02			skip		0	0
oom03			skip		0	0
oom04			skip		0	0
oom05			skip		0	0
open01			part fail		1	1
open02			part fail		1	1
open03			all pass		1	0
open04			all pass		1	0
open06			unimplement panic	0	0
open07			all pass		5	0
open08			all fail		0	1
open09			part fail		1	1
open10			all fail		0	1
open11			unimplement panic	17	0
open12			timeout with pass	2	1
open12_child		skip		0	0
open13			all fail		0	3
open14			all fail		0	1
open_by_handle_at01		unimplement panic	0	0
open_by_handle_at02		unimplement panic	6	0
open_tree01			unimplement panic(429)	0	0
open_tree02			part fail		18	9
openat01			all pass		5	0
openat02			part fail		1	2
openat03			all fail		0	1
openat04			all fail		0	21
openat201			unimplement panic(437)	0	0
openat202			unimplement panic(437)	0	0
openat203			unimplement panic(437)	0	0
openfile			skip		0	0
output_ipsec_conf		skip		0	0
overcommit_memory		skip		0	0
page01			all pass		1	0
page02			part fail		1	2
parameters.sh		skip		0	0
pathconf01			all pass		17	0
pathconf02			part fail		1	5
pause01			skip		0	2
pause02			timeout no pass	0	0
pause03			timeout no pass	0	1
pcrypt_aead01		all fail		0	1
pec_listener		skip		0	0
perf_event_open01		skip		0	0
perf_event_open02		skip		0	0
perf_event_open03		skip		0	0
personality01		unimplement panic(92)	0	18
personality02		unimplement panic(92)	0	1
pidfd_getfd01		timeout no pass	0	1
pidfd_getfd02		part fail		3	2
pidfd_open01		all fail		0	1
pidfd_open02		part fail		2	1
pidfd_open03		timeout no pass	0	1
pidfd_open04		skip		0	0
pidfd_send_signal01		all fail		0	1
pidfd_send_signal02		all fail		0	1
pidfd_send_signal03		skip		0	0
pidns01			skip		0	0
pidns02			skip		0	0
pidns03			skip		0	0
pidns04			all fail		0	3
pidns05			part fail		2	10			
pidns06			timeout no pass	0	3	
pidns10			timeout no pass	0	3
pidns12			skip		0	0
pidns13			all fail		0	2
pidns16			all fail		0	4	
pidns17			timeout no pass	0	3	
pidns20			skip		0	0
pidns30			unimplement panic(180)	0	3
pidns31			unimplement panic(180)	0	3	
pidns32			all pass		1	0
pids.sh			skip		0	0	
pids_task1			skip		0	0
pids_task2			skip		0	0
ping01.sh			skip		0	0
ping02.sh			skip		0	0
pipe01			all pass		1	0
pipe02			all fail		0	2
pipe03			defect panic	1	0
pipe04			all pass		2	0
pipe05			all pass		1	0
pipe06			all pass		1	0
pipe07			part fail		1	1
pipe08			all fail		0	1
pipe09			all pass		1	0
pipe10			all pass		1	0	
pipe11			all pass		70	0	
pipe12			part fail		1	2
pipe13			all fail		0	1
pipe14			all pass		1	0	
pipe15			all fail		0	1
pipe2_01			part fail		6	1	
pipe2_02			all fail		0	1
pipe2_02_child		skip		0	0			
pipe2_04			skip		0	0
pipeio			unimplement panic(190)	0	1
pivot_root01		unimplement panic(97)	0	2	
pkey01			unimplement panic	0	0
pm_cpu_consolidation.py		skip		0	0
pm_get_sched_values		skip		0	0	
pm_ilb_test.py		skip		0	0	
pm_include.sh		skip		0	0	
pm_sched_domain.py		skip		0	0	
pm_sched_mc.py		skip		0	0	
poll01			all pass		2	0
poll02			all fail		0	7
posix_fadvise01		all pass		6	0
posix_fadvise01_64		all pass		6	0
posix_fadvise02		all pass		6	0
posix_fadvise02_64		all pass		6	0
posix_fadvise03		all pass		32	0
posix_fadvise03_64		all pass		32	0
posix_fadvise04		all fail		0	6
posix_fadvise04_64		all fail		0	6
ppoll01			defect panic	0	0
prctl01			all pass		2	0
prctl02			part fail		3	7
prctl03			skip		0	0
prctl04			skip		0	0
prctl05			part fail		2	1
prctl06			all fail		0	1
prctl06_execve		skip		0	0
prctl07			skip		0	0
prctl08			all fail		0	5
prctl09			all fail		0	1
prctl10			skip		0	0
pread01			all pass		1	0
pread01_64			all pass		1	0
pread02			part fail		2	1
pread02_64			part fail		2	1
preadv01			unimplement panic(69)	0	3
preadv01_64			unimplement panic(69)	0	3
preadv02			unimplement panic(69)	0	8
preadv02_64			unimplement panic(69)	0	8
preadv03			unimplement panic(69)	0	24
preadv03_64			unimplement panic(69)	0	24
preadv201			unimplement panic(286)	0	0
preadv201_64		unimplement panic(286)	0	0
preadv202			unimplement panic(286)	0	0
preadv202_64		unimplement panic(286)	0	0
preadv203			unimplement panic(286)	0	0
preadv203_64		unimplement panic(286)	0	0
